index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w בַּ⁠חֹ֨דֶשׁ֙|lemma=""חֹדֶשׁ"" strong=""b:H2320"" x-morph=""He,Rd:Ncmsa""",1,1, בַּ⁠חֹ֨דֶשׁ֙,,"He,Rd:Ncmsa",חֹדֶשׁ,b:H2320,True,H2320,,0,1,1,38-ZEC
1," \w הַ⁠שְּׁמִינִ֔י|lemma=""שְׁמִינִי"" strong=""d:H8066"" x-morph=""He,Td:Aomsa""",1,1, הַ⁠שְּׁמִינִ֔י,,"He,Td:Aomsa",שְׁמִינִי,d:H8066,True,H8066,,1,1,1,38-ZEC
2," \w בִּ⁠שְׁנַ֥ת|lemma=""שָׁנֶה"" strong=""b:H8141"" x-morph=""He,R:Ncfsc""",1,1, בִּ⁠שְׁנַ֥ת,,"He,R:Ncfsc",שָׁנֶה,b:H8141,True,H8141,,2,1,1,38-ZEC
3," \w שְׁתַּ֖יִם|lemma=""שְׁנַיִם"" strong=""H8147"" x-morph=""He,Acfda""",1,1, שְׁתַּ֖יִם,,"He,Acfda",שְׁנַיִם,H8147,False,H8147,,3,1,1,38-ZEC
4," \w לְ⁠דָרְיָ֑וֶשׁ|lemma=""דָּֽרְיָוֵשׁ"" strong=""l:H1867"" x-morph=""He,R:Np""",1,1, לְ⁠דָרְיָ֑וֶשׁ,,"He,R:Np",דָּֽרְיָוֵשׁ,l:H1867,True,H1867,,4,1,1,38-ZEC
5," \w הָיָ֣ה|lemma=""הָיָה"" strong=""H1961"" x-morph=""He,Vqp3ms""",1,1, הָיָ֣ה,,"He,Vqp3ms",הָיָה,H1961,False,H1961,,5,1,1,38-ZEC
6," \w דְבַר|lemma=""דָּבָר"" strong=""H1697"" x-morph=""He,Ncmsc""",1,1, דְבַר,,"He,Ncmsc",דָּבָר,H1697,False,H1697,,6,1,1,38-ZEC
7,"־\w יְהוָ֗ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,1, יְהוָ֗ה,־,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,7,1,1,38-ZEC
8," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,1, אֶל,,"He,R",אֵל,H0413,False,H0413,,8,1,1,38-ZEC
9,"־\w זְכַרְיָה֙|lemma=""זְכַרְיָה"" strong=""H2148a"" x-morph=""He,Np""",1,1, זְכַרְיָה֙,־,"He,Np",זְכַרְיָה,H2148a,False,H2148a,,9,1,1,38-ZEC
10," \w בֶּן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶּן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,10,2,1,38-ZEC
11,"־\w בֶּ֣רֶכְיָ֔ה|lemma=""בֶּרֶכְיָה"" strong=""H1296"" x-morph=""He,Np""",1,1, בֶּ֣רֶכְיָ֔ה,־,"He,Np",בֶּרֶכְיָה,H1296,False,H1296,,11,1,1,38-ZEC
12," \w בֶּן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶּן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,12,2,2,38-ZEC
13,"־\w עִדּ֥וֹ|lemma=""עִדּוֹ"" strong=""H5714"" x-morph=""He,Np""",1,1, עִדּ֥וֹ,־,"He,Np",עִדּוֹ,H5714,False,H5714,,13,1,1,38-ZEC
14," \w הַ⁠נָּבִ֖יא|lemma=""נָבִיא"" strong=""d:H5030"" x-morph=""He,Td:Ncmsa"" x-tw=""rc://*/tw/dict/bible/kt/prophet""",1,1, הַ⁠נָּבִ֖יא,,"He,Td:Ncmsa",נָבִיא,d:H5030,True,H5030,rc://*/tw/dict/bible/kt/prophet,14,1,1,38-ZEC
15," \w לֵ⁠אמֹֽר|lemma=""אָמַר"" strong=""l:H0559"" x-morph=""He,R:Vqc""",1,1, לֵ⁠אמֹֽר,,"He,R:Vqc",אָמַר,l:H0559,True,H0559,,15,1,1,38-ZEC
17,"\w קָצַ֧ף|lemma=""קָצַף"" strong=""H7107"" x-morph=""He,Vqp3ms""",1,2, קָצַ֧ף,,"He,Vqp3ms",קָצַף,H7107,False,H7107,,17,1,1,38-ZEC
18," \w יְהוָ֛ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,2, יְהוָ֛ה,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,18,1,1,38-ZEC
19," \w עַל|lemma=""עַל"" strong=""H5921a"" x-morph=""He,R""",1,2, עַל,,"He,R",עַל,H5921a,False,H5921a,,19,1,1,38-ZEC
20,"־\w אֲבֽוֹתֵי⁠כֶ֖ם|lemma=""אָב"" strong=""H0001"" x-morph=""He,Ncmpc:Sp2mp"" x-tw=""rc://*/tw/dict/bible/other/father""",1,2, אֲבֽוֹתֵי⁠כֶ֖ם,־,"He,Ncmpc:Sp2mp",אָב,H0001,False,H0001,rc://*/tw/dict/bible/other/father,20,1,1,38-ZEC
21," \w קָֽצֶף|lemma=""קֶצֶף"" strong=""H7110a"" x-morph=""He,Ncmsa""",1,2, קָֽצֶף,,"He,Ncmsa",קֶצֶף,H7110a,False,H7110a,,21,1,1,38-ZEC
23,"\w וְ⁠אָמַרְתָּ֣|lemma=""אָמַר"" strong=""c:H0559"" x-morph=""He,C:Vqq2ms""",1,3, וְ⁠אָמַרְתָּ֣,,"He,C:Vqq2ms",אָמַר,c:H0559,True,H0559,,23,1,1,38-ZEC
24," \w אֲלֵ⁠הֶ֗ם|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R:Sp3mp""",1,3, אֲלֵ⁠הֶ֗ם,,"He,R:Sp3mp",אֵל,H0413,False,H0413,,24,1,1,38-ZEC
25," \w כֹּ֤ה|lemma=""כֹּה"" strong=""H3541"" x-morph=""He,D""",1,3, כֹּ֤ה,,"He,D",כֹּה,H3541,False,H3541,,25,1,1,38-ZEC
26," \w אָמַר֙|lemma=""אָמַר"" strong=""H0559"" x-morph=""He,Vqp3ms""",1,3, אָמַר֙,,"He,Vqp3ms",אָמַר,H0559,False,H0559,,26,1,1,38-ZEC
27," \w יְהוָ֣ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,3, יְהוָ֣ה,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,27,2,1,38-ZEC
28," \w צְבָא֔וֹת|lemma=""צָבָא"" strong=""H6635b"" x-morph=""He,Ncbpa""",1,3, צְבָא֔וֹת,,"He,Ncbpa",צָבָא,H6635b,False,H6635,,28,1,1,38-ZEC
29," \w שׁ֣וּבוּ|lemma=""שׁוּב"" strong=""H7725"" x-morph=""He,Vqv2mp"" x-tw=""rc://*/tw/dict/bible/kt/restore""",1,3, שׁ֣וּבוּ,,"He,Vqv2mp",שׁוּב,H7725,False,H7725,rc://*/tw/dict/bible/kt/restore,29,1,1,38-ZEC
30," \w אֵלַ֔⁠י|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R:Sp1cs""",1,3, אֵלַ֔⁠י,,"He,R:Sp1cs",אֵל,H0413,False,H0413,,30,1,1,38-ZEC
31," \w נְאֻ֖ם|lemma=""נְאֻם"" strong=""H5002"" x-morph=""He,Ncmsc""",1,3, נְאֻ֖ם,,"He,Ncmsc",נְאֻם,H5002,False,H5002,,31,1,1,38-ZEC
32," \w יְהוָ֣ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,3, יְהוָ֣ה,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,32,2,2,38-ZEC
33," \w צְבָא֑וֹת|lemma=""צָבָא"" strong=""H6635b"" x-morph=""He,Ncbpa""",1,3, צְבָא֑וֹת,,"He,Ncbpa",צָבָא,H6635b,False,H6635,,33,1,1,38-ZEC
