noteID	book	chapter	verse	supportReference	quote	annotation	sourceWord	sourceWordOccurrence
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	Παῦλος	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	ἀπόστολος	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	Χριστοῦ	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	Ἰησοῦ	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	διὰ	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	θελήματος	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	Θεοῦ	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	τοῖς	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	ἁγίοις	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	τοῖς	2
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	οὖσιν	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	ἐν	1
ilf2	EPH	1	1		Παῦλος, ἀπόστολος Χριστοῦ Ἰησοῦ…τοῖς ἁγίοις τοῖς οὖσιν ἐν Ἐφέσῳ	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul, an apostle…write this letter to you, God’s holy people in Ephesus”	Ἐφέσῳ	1
u73p	EPH	1	1	figs-metaphor	ἐν Χριστῷ Ἰησοῦ	The phrase **in Christ Jesus** and similar expressions are metaphors that frequently occur in the New Testament letters. They express the strongest kind of relationship possible between Christ and those who believe in him, picturing believers as being surrounded by Christ. Alternate Translation: “In close relationship to Christ Jesus” (See: [[rc://en/ta/man/translate/figs-metaphor]])	ἐν	2
u73p	EPH	1	1	figs-metaphor	ἐν Χριστῷ Ἰησοῦ	The phrase **in Christ Jesus** and similar expressions are metaphors that frequently occur in the New Testament letters. They express the strongest kind of relationship possible between Christ and those who believe in him, picturing believers as being surrounded by Christ. Alternate Translation: “In close relationship to Christ Jesus” (See: [[rc://en/ta/man/translate/figs-metaphor]])	Χριστῷ	1
u73p	EPH	1	1	figs-metaphor	ἐν Χριστῷ Ἰησοῦ	The phrase **in Christ Jesus** and similar expressions are metaphors that frequently occur in the New Testament letters. They express the strongest kind of relationship possible between Christ and those who believe in him, picturing believers as being surrounded by Christ. Alternate Translation: “In close relationship to Christ Jesus” (See: [[rc://en/ta/man/translate/figs-metaphor]])	Ἰησοῦ	2
x9ey	EPH	1	2		χάρις ὑμῖν καὶ εἰρήνη	This is a common greeting and blessing that Paul often uses in the beginning of his letters. Use a form in your language that makes it clear that this is a greeting and blessing.	χάρις	1
x9ey	EPH	1	2		χάρις ὑμῖν καὶ εἰρήνη	This is a common greeting and blessing that Paul often uses in the beginning of his letters. Use a form in your language that makes it clear that this is a greeting and blessing.	ὑμῖν	1
x9ey	EPH	1	2		χάρις ὑμῖν καὶ εἰρήνη	This is a common greeting and blessing that Paul often uses in the beginning of his letters. Use a form in your language that makes it clear that this is a greeting and blessing.	καὶ	1
x9ey	EPH	1	2		χάρις ὑμῖν καὶ εἰρήνη	This is a common greeting and blessing that Paul often uses in the beginning of his letters. Use a form in your language that makes it clear that this is a greeting and blessing.	εἰρήνη	1
g6sj	EPH	1	3	figs-activepassive	εὐλογητὸς ὁ Θεὸς καὶ Πατὴρ τοῦ Κυρίου ἡμῶν, Ἰησοῦ Χριστοῦ	This can be stated in an active form. Alternate translation: “Let us praise the God and Father of our Lord Jesus Christ” (See: [[rc://en/ta/man/translate/figs-activepassive]])	εὐλογητὸς	1
