,token,chapter,verse,book
0,After,1,1,10-2SA
1,the,1,1,10-2SA
2,death,1,1,10-2SA
3,of,1,1,10-2SA
4,"Saul,",1,1,10-2SA
5,David,1,1,10-2SA
6,returned,1,1,10-2SA
7,from,1,1,10-2SA
8,attacking,1,1,10-2SA
9,the,1,1,10-2SA
10,Amalekites,1,1,10-2SA
11,and,1,1,10-2SA
12,remained,1,1,10-2SA
13,in,1,1,10-2SA
14,Ziklag,1,1,10-2SA
15,for,1,1,10-2SA
16,two,1,1,10-2SA
17,days.,1,1,10-2SA
18,On,1,2,10-2SA
19,the,1,2,10-2SA
20,third,1,2,10-2SA
21,"day,",1,2,10-2SA
22,a,1,2,10-2SA
23,man,1,2,10-2SA
24,came,1,2,10-2SA
25,from,1,2,10-2SA
26,Saul’s,1,2,10-2SA
27,camp,1,2,10-2SA
28,with,1,2,10-2SA
29,his,1,2,10-2SA
30,clothes,1,2,10-2SA
31,torn,1,2,10-2SA
32,and,1,2,10-2SA
33,with,1,2,10-2SA
34,dirt,1,2,10-2SA
35,on,1,2,10-2SA
36,his,1,2,10-2SA
37,head.,1,2,10-2SA
38,When,1,2,10-2SA
39,he,1,2,10-2SA
40,came,1,2,10-2SA
41,to,1,2,10-2SA
42,David,1,2,10-2SA
43,he,1,2,10-2SA
44,lay,1,2,10-2SA
45,facedown,1,2,10-2SA
46,on,1,2,10-2SA
47,the,1,2,10-2SA
48,ground,1,2,10-2SA
49,and,1,2,10-2SA
50,prostrated,1,2,10-2SA
51,himself.,1,2,10-2SA
52,David,1,3,10-2SA
53,said,1,3,10-2SA
54,to,1,3,10-2SA
55,"him,",1,3,10-2SA
56,“Where,1,3,10-2SA
57,did,1,3,10-2SA
58,you,1,3,10-2SA
59,come,1,3,10-2SA
60,from?”,1,3,10-2SA
61,He,1,3,10-2SA
62,"answered,",1,3,10-2SA
63,“I,1,3,10-2SA
64,escaped,1,3,10-2SA
65,from,1,3,10-2SA
66,the,1,3,10-2SA
67,camp,1,3,10-2SA
68,of,1,3,10-2SA
69,Israel.”,1,3,10-2SA
70,David,1,4,10-2SA
71,said,1,4,10-2SA
72,to,1,4,10-2SA
73,"him,",1,4,10-2SA
74,“Please,1,4,10-2SA
75,tell,1,4,10-2SA
76,me,1,4,10-2SA
77,how,1,4,10-2SA
78,things,1,4,10-2SA
79,went.”,1,4,10-2SA
80,He,1,4,10-2SA
81,"answered,",1,4,10-2SA
82,“The,1,4,10-2SA
83,people,1,4,10-2SA
84,fled,1,4,10-2SA
85,from,1,4,10-2SA
86,the,1,4,10-2SA
87,battle.,1,4,10-2SA
88,Many,1,4,10-2SA
89,have,1,4,10-2SA
90,fallen,1,4,10-2SA
91,and,1,4,10-2SA
92,many,1,4,10-2SA
93,are,1,4,10-2SA
94,dead.,1,4,10-2SA
95,Saul,1,4,10-2SA
96,and,1,4,10-2SA
97,Jonathan,1,4,10-2SA
98,his,1,4,10-2SA
99,son,1,4,10-2SA
100,are,1,4,10-2SA
101,also,1,4,10-2SA
102,dead.”,1,4,10-2SA
103,David,1,5,10-2SA
104,said,1,5,10-2SA
105,to,1,5,10-2SA
106,the,1,5,10-2SA
107,young,1,5,10-2SA
108,"man,",1,5,10-2SA
109,“How,1,5,10-2SA
110,do,1,5,10-2SA
111,you,1,5,10-2SA
112,know,1,5,10-2SA
113,that,1,5,10-2SA
114,Saul,1,5,10-2SA
115,and,1,5,10-2SA
116,Jonathan,1,5,10-2SA
117,his,1,5,10-2SA
118,son,1,5,10-2SA
119,are,1,5,10-2SA
120,dead?”,1,5,10-2SA
121,The,1,6,10-2SA
122,young,1,6,10-2SA
123,man,1,6,10-2SA
124,"replied,",1,6,10-2SA
125,“By,1,6,10-2SA
126,chance,1,6,10-2SA
127,I,1,6,10-2SA
128,happened,1,6,10-2SA
129,to,1,6,10-2SA
130,be,1,6,10-2SA
131,on,1,6,10-2SA
132,Mount,1,6,10-2SA
133,"Gilboa,",1,6,10-2SA
134,and,1,6,10-2SA
135,there,1,6,10-2SA
136,Saul,1,6,10-2SA
137,was,1,6,10-2SA
138,leaning,1,6,10-2SA
139,on,1,6,10-2SA
140,his,1,6,10-2SA
141,"spear,",1,6,10-2SA
142,and,1,6,10-2SA
143,chariots,1,6,10-2SA
144,and,1,6,10-2SA
145,riders,1,6,10-2SA
146,were,1,6,10-2SA
147,about,1,6,10-2SA
148,to,1,6,10-2SA
149,catch,1,6,10-2SA
