,token,chapter,verse,book
0,These,1,1,30-AMO
1,are,1,1,30-AMO
2,the,1,1,30-AMO
3,things,1,1,30-AMO
4,concerning,1,1,30-AMO
5,Israel,1,1,30-AMO
6,that,1,1,30-AMO
7,"Amos,",1,1,30-AMO
8,one,1,1,30-AMO
9,of,1,1,30-AMO
10,the,1,1,30-AMO
11,shepherds,1,1,30-AMO
12,in,1,1,30-AMO
13,"Tekoa,",1,1,30-AMO
14,received,1,1,30-AMO
15,in,1,1,30-AMO
16,revelation.,1,1,30-AMO
17,He,1,1,30-AMO
18,received,1,1,30-AMO
19,these,1,1,30-AMO
20,things,1,1,30-AMO
21,in,1,1,30-AMO
22,the,1,1,30-AMO
23,days,1,1,30-AMO
24,of,1,1,30-AMO
25,Uzziah,1,1,30-AMO
26,king,1,1,30-AMO
27,of,1,1,30-AMO
28,"Judah,",1,1,30-AMO
29,and,1,1,30-AMO
30,also,1,1,30-AMO
31,in,1,1,30-AMO
32,the,1,1,30-AMO
33,days,1,1,30-AMO
34,of,1,1,30-AMO
35,Jeroboam,1,1,30-AMO
36,son,1,1,30-AMO
37,of,1,1,30-AMO
38,Joash,1,1,30-AMO
39,king,1,1,30-AMO
40,of,1,1,30-AMO
41,"Israel,",1,1,30-AMO
42,two,1,1,30-AMO
43,years,1,1,30-AMO
44,before,1,1,30-AMO
45,the,1,1,30-AMO
46,earthquake.,1,1,30-AMO
47,He,1,2,30-AMO
48,"said,",1,2,30-AMO
49,“Yahweh,1,2,30-AMO
50,will,1,2,30-AMO
51,roar,1,2,30-AMO
52,from,1,2,30-AMO
53,Zion;,1,2,30-AMO
54,he,1,2,30-AMO
55,will,1,2,30-AMO
56,raise,1,2,30-AMO
57,his,1,2,30-AMO
58,voice,1,2,30-AMO
59,from,1,2,30-AMO
60,Jerusalem.,1,2,30-AMO
61,The,1,2,30-AMO
62,pastures,1,2,30-AMO
63,of,1,2,30-AMO
64,the,1,2,30-AMO
65,shepherds,1,2,30-AMO
66,will,1,2,30-AMO
67,dry,1,2,30-AMO
68,up;,1,2,30-AMO
69,the,1,2,30-AMO
70,top,1,2,30-AMO
71,of,1,2,30-AMO
72,Carmel,1,2,30-AMO
