,token,chapter,verse,book
0,The,1,1,25-LAM
1,city,1,1,25-LAM
2,that,1,1,25-LAM
3,once,1,1,25-LAM
4,was,1,1,25-LAM
5,full,1,1,25-LAM
6,of,1,1,25-LAM
7,people,1,1,25-LAM
8,is,1,1,25-LAM
9,now,1,1,25-LAM
10,sitting,1,1,25-LAM
11,all,1,1,25-LAM
12,alone.,1,1,25-LAM
13,She,1,1,25-LAM
14,has,1,1,25-LAM
15,become,1,1,25-LAM
16,like,1,1,25-LAM
17,a,1,1,25-LAM
18,"widow,",1,1,25-LAM
19,though,1,1,25-LAM
20,she,1,1,25-LAM
21,was,1,1,25-LAM
22,a,1,1,25-LAM
23,mighty,1,1,25-LAM
24,nation.,1,1,25-LAM
25,She,1,1,25-LAM
26,was,1,1,25-LAM
27,a,1,1,25-LAM
28,princess,1,1,25-LAM
29,among,1,1,25-LAM
30,the,1,1,25-LAM
31,"nations,",1,1,25-LAM
32,but,1,1,25-LAM
33,is,1,1,25-LAM
34,now,1,1,25-LAM
35,forced,1,1,25-LAM
36,into,1,1,25-LAM
37,slavery.,1,1,25-LAM
38,She,1,2,25-LAM
39,weeps,1,2,25-LAM
40,and,1,2,25-LAM
41,wails,1,2,25-LAM
42,in,1,2,25-LAM
43,the,1,2,25-LAM
44,"night,",1,2,25-LAM
45,and,1,2,25-LAM
46,her,1,2,25-LAM
47,tears,1,2,25-LAM
48,cover,1,2,25-LAM
49,her,1,2,25-LAM
50,cheeks.,1,2,25-LAM
51,None,1,2,25-LAM
52,of,1,2,25-LAM
53,her,1,2,25-LAM
54,lovers,1,2,25-LAM
55,comfort,1,2,25-LAM
56,her.,1,2,25-LAM
57,All,1,2,25-LAM
58,her,1,2,25-LAM
59,friends,1,2,25-LAM
60,have,1,2,25-LAM
61,betrayed,1,2,25-LAM
62,her.,1,2,25-LAM
63,They,1,2,25-LAM
64,have,1,2,25-LAM
65,become,1,2,25-LAM
66,her,1,2,25-LAM
67,enemies.,1,2,25-LAM
68,After,1,3,25-LAM
69,poverty,1,3,25-LAM
70,and,1,3,25-LAM
71,"affliction,",1,3,25-LAM
72,Judah,1,3,25-LAM
73,has,1,3,25-LAM
74,gone,1,3,25-LAM
75,into,1,3,25-LAM
76,exile.,1,3,25-LAM
77,She,1,3,25-LAM
78,lives,1,3,25-LAM
79,among,1,3,25-LAM
80,the,1,3,25-LAM
81,nations,1,3,25-LAM
82,and,1,3,25-LAM
83,finds,1,3,25-LAM
84,no,1,3,25-LAM
85,rest.,1,3,25-LAM
86,All,1,3,25-LAM
87,her,1,3,25-LAM
88,pursuers,1,3,25-LAM
89,overtook,1,3,25-LAM
90,her,1,3,25-LAM
91,in,1,3,25-LAM
92,her,1,3,25-LAM
93,desperation.,1,3,25-LAM
94,The,1,4,25-LAM
95,roads,1,4,25-LAM
96,of,1,4,25-LAM
97,Zion,1,4,25-LAM
98,mourn,1,4,25-LAM
99,because,1,4,25-LAM
100,none,1,4,25-LAM
101,come,1,4,25-LAM
102,to,1,4,25-LAM
103,the,1,4,25-LAM
104,appointed,1,4,25-LAM
105,feasts.,1,4,25-LAM
106,All,1,4,25-LAM
107,her,1,4,25-LAM
108,gates,1,4,25-LAM
109,are,1,4,25-LAM
110,desolate.,1,4,25-LAM
111,Her,1,4,25-LAM
112,priests,1,4,25-LAM
113,groan.,1,4,25-LAM
114,Her,1,4,25-LAM
115,virgins,1,4,25-LAM
116,are,1,4,25-LAM
117,sorrowful,1,4,25-LAM
118,and,1,4,25-LAM
119,she,1,4,25-LAM
120,herself,1,4,25-LAM
121,is,1,4,25-LAM
122,in,1,4,25-LAM
123,complete,1,4,25-LAM
