,token,chapter,verse,book
0,Moab,1,1,12-2KI
1,rebelled,1,1,12-2KI
2,against,1,1,12-2KI
3,Israel,1,1,12-2KI
4,after,1,1,12-2KI
5,the,1,1,12-2KI
6,death,1,1,12-2KI
7,of,1,1,12-2KI
8,Ahab.,1,1,12-2KI
9,Then,1,2,12-2KI
10,Ahaziah,1,2,12-2KI
11,fell,1,2,12-2KI
12,down,1,2,12-2KI
13,through,1,2,12-2KI
14,the,1,2,12-2KI
15,lattice,1,2,12-2KI
16,in,1,2,12-2KI
17,his,1,2,12-2KI
18,upper,1,2,12-2KI
19,chamber,1,2,12-2KI
20,in,1,2,12-2KI
21,"Samaria,",1,2,12-2KI
22,and,1,2,12-2KI
23,was,1,2,12-2KI
24,injured.,1,2,12-2KI
25,So,1,2,12-2KI
26,he,1,2,12-2KI
27,sent,1,2,12-2KI
28,for,1,2,12-2KI
29,messengers,1,2,12-2KI
30,and,1,2,12-2KI
31,said,1,2,12-2KI
32,to,1,2,12-2KI
33,"them,",1,2,12-2KI
34,"“Go,",1,2,12-2KI
35,ask,1,2,12-2KI
36,"Baal-Zebub,",1,2,12-2KI
37,the,1,2,12-2KI
38,god,1,2,12-2KI
39,of,1,2,12-2KI
40,"Ekron,",1,2,12-2KI
41,whether,1,2,12-2KI
42,I,1,2,12-2KI
43,will,1,2,12-2KI
44,recover,1,2,12-2KI
45,from,1,2,12-2KI
46,this,1,2,12-2KI
47,injury.”,1,2,12-2KI
48,But,1,3,12-2KI
49,the,1,3,12-2KI
50,angel,1,3,12-2KI
51,of,1,3,12-2KI
52,Yahweh,1,3,12-2KI
53,said,1,3,12-2KI
54,to,1,3,12-2KI
55,Elijah,1,3,12-2KI
56,the,1,3,12-2KI
57,"Tishbite,",1,3,12-2KI
58,"“Arise,",1,3,12-2KI
59,go,1,3,12-2KI
60,up,1,3,12-2KI
61,to,1,3,12-2KI
62,meet,1,3,12-2KI
63,the,1,3,12-2KI
64,messengers,1,3,12-2KI
65,of,1,3,12-2KI
66,the,1,3,12-2KI
67,king,1,3,12-2KI
68,of,1,3,12-2KI
69,"Samaria,",1,3,12-2KI
70,and,1,3,12-2KI
71,ask,1,3,12-2KI
72,"them,",1,3,12-2KI
73,‘Is,1,3,12-2KI
74,it,1,3,12-2KI
75,because,1,3,12-2KI
76,there,1,3,12-2KI
77,is,1,3,12-2KI
78,no,1,3,12-2KI
79,God,1,3,12-2KI
80,in,1,3,12-2KI
81,Israel,1,3,12-2KI
82,that,1,3,12-2KI
83,you,1,3,12-2KI
84,are,1,3,12-2KI
85,going,1,3,12-2KI
