,token,chapter,verse,book
0,In,1,1,27-DAN
1,the,1,1,27-DAN
2,third,1,1,27-DAN
3,year,1,1,27-DAN
4,of,1,1,27-DAN
5,the,1,1,27-DAN
6,reign,1,1,27-DAN
7,of,1,1,27-DAN
8,Jehoiakim,1,1,27-DAN
9,king,1,1,27-DAN
10,of,1,1,27-DAN
11,"Judah,",1,1,27-DAN
12,Nebuchadnezzar,1,1,27-DAN
13,king,1,1,27-DAN
14,of,1,1,27-DAN
15,Babylonia,1,1,27-DAN
16,came,1,1,27-DAN
17,to,1,1,27-DAN
18,Jerusalem,1,1,27-DAN
19,and,1,1,27-DAN
20,surrounded,1,1,27-DAN
21,the,1,1,27-DAN
22,city,1,1,27-DAN
23,to,1,1,27-DAN
24,cut,1,1,27-DAN
25,off,1,1,27-DAN
26,all,1,1,27-DAN
27,supplies,1,1,27-DAN
28,to,1,1,27-DAN
29,it.,1,1,27-DAN
30,The,1,2,27-DAN
31,Lord,1,2,27-DAN
32,gave,1,2,27-DAN
33,Nebuchadnezzar,1,2,27-DAN
34,victory,1,2,27-DAN
35,over,1,2,27-DAN
36,Jehoiakim,1,2,27-DAN
37,king,1,2,27-DAN
38,of,1,2,27-DAN
39,"Judah,",1,2,27-DAN
40,and,1,2,27-DAN
41,he,1,2,27-DAN
42,gave,1,2,27-DAN
43,him,1,2,27-DAN
44,some,1,2,27-DAN
45,of,1,2,27-DAN
46,the,1,2,27-DAN
47,sacred,1,2,27-DAN
48,objects,1,2,27-DAN
49,from,1,2,27-DAN
50,the,1,2,27-DAN
51,house,1,2,27-DAN
52,of,1,2,27-DAN
53,God.,1,2,27-DAN
54,He,1,2,27-DAN
55,brought,1,2,27-DAN
56,them,1,2,27-DAN
57,into,1,2,27-DAN
58,the,1,2,27-DAN
59,land,1,2,27-DAN
60,of,1,2,27-DAN
61,"Babylonia,",1,2,27-DAN
62,to,1,2,27-DAN
63,the,1,2,27-DAN
64,house,1,2,27-DAN
65,of,1,2,27-DAN
66,his,1,2,27-DAN
67,"god,",1,2,27-DAN
68,and,1,2,27-DAN
69,he,1,2,27-DAN
70,placed,1,2,27-DAN
71,the,1,2,27-DAN
72,sacred,1,2,27-DAN
73,objects,1,2,27-DAN
74,in,1,2,27-DAN
75,his,1,2,27-DAN
76,god’s,1,2,27-DAN
77,treasury.,1,2,27-DAN
78,The,1,3,27-DAN
79,king,1,3,27-DAN
80,spoke,1,3,27-DAN
81,to,1,3,27-DAN
82,"Ashpenaz,",1,3,27-DAN
83,his,1,3,27-DAN
84,chief,1,3,27-DAN
85,"official,",1,3,27-DAN
86,to,1,3,27-DAN
87,bring,1,3,27-DAN
88,in,1,3,27-DAN
89,some,1,3,27-DAN
90,of,1,3,27-DAN
91,the,1,3,27-DAN
92,people,1,3,27-DAN
93,of,1,3,27-DAN
94,"Israel,",1,3,27-DAN
95,both,1,3,27-DAN
96,of,1,3,27-DAN
97,the,1,3,27-DAN
98,royal,1,3,27-DAN
99,family,1,3,27-DAN
100,and,1,3,27-DAN
101,of,1,3,27-DAN
102,the,1,3,27-DAN
103,nobility—,1,3,27-DAN
104,young,1,4,27-DAN
105,men,1,4,27-DAN
106,without,1,4,27-DAN
107,"blemish,",1,4,27-DAN
108,attractive,1,4,27-DAN
109,in,1,4,27-DAN
110,"appearance,",1,4,27-DAN
111,skillful,1,4,27-DAN
112,in,1,4,27-DAN
113,all,1,4,27-DAN
114,"wisdom,",1,4,27-DAN
115,filled,1,4,27-DAN
116,with,1,4,27-DAN
117,knowledge,1,4,27-DAN
118,and,1,4,27-DAN
119,"understanding,",1,4,27-DAN
120,and,1,4,27-DAN
121,qualified,1,4,27-DAN
122,to,1,4,27-DAN
123,serve,1,4,27-DAN
124,in,1,4,27-DAN
125,the,1,4,27-DAN
126,king’s,1,4,27-DAN
127,palace.,1,4,27-DAN
128,He,1,4,27-DAN
129,was,1,4,27-DAN
130,to,1,4,27-DAN
131,teach,1,4,27-DAN
