,token,alg,alg_id,chapter,verse,book
0,"\w Now|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""c:d:H4428"" x-lemma=""מֶלֶךְ"" x-morph=""He,C:Td:Ncmsa"" x-occurrence=""1"" x-occurrences=""1"" x-content=""וְ\u2060הַ\u2060מֶּ֤לֶךְ""\\*']",11-1KI-1.0,1,1,11-1KI
1," \w King|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""c:d:H4428"" x-lemma=""מֶלֶךְ"" x-morph=""He,C:Td:Ncmsa"" x-occurrence=""1"" x-occurrences=""1"" x-content=""וְ\u2060הַ\u2060מֶּ֤לֶךְ""\\*']",11-1KI-1.0,1,1,11-1KI
2,,"['\\zaln-s | x-strong=""c:d:H4428"" x-lemma=""מֶלֶךְ"" x-morph=""He,C:Td:Ncmsa"" x-occurrence=""1"" x-occurrences=""1"" x-content=""וְ\u2060הַ\u2060מֶּ֤לֶךְ""\\*']",11-1KI-1.0,1,1,11-1KI
3," \w David|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""H1732"" x-lemma=""דָּוִד"" x-morph=""He,Np"" x-occurrence=""1"" x-occurrences=""1"" x-content=""דָּוִד֙""\\*']",11-1KI-2.0,1,1,11-1KI
4,,"['\\zaln-s | x-strong=""H1732"" x-lemma=""דָּוִד"" x-morph=""He,Np"" x-occurrence=""1"" x-occurrences=""1"" x-content=""דָּוִד֙""\\*']",11-1KI-2.0,1,1,11-1KI
5," \w was|x-occurrence=""1"" x-occurrences=""2""","['\\zaln-s | x-strong=""H2204"" x-lemma=""זָקֵן"" x-morph=""He,Vqp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""זָקֵ֔ן""\\*']",11-1KI-3.0,1,1,11-1KI
6," \w old|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""H2204"" x-lemma=""זָקֵן"" x-morph=""He,Vqp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""זָקֵ֔ן""\\*']",11-1KI-3.0,1,1,11-1KI
7,,"['\\zaln-s | x-strong=""H2204"" x-lemma=""זָקֵן"" x-morph=""He,Vqp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""זָקֵ֔ן""\\*']",11-1KI-3.0,1,1,11-1KI
8,", \w he|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""H0935"" x-lemma=""בּוֹא"" x-morph=""He,Vqp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בָּ֖א""\\*']",11-1KI-4.0,1,1,11-1KI
9," \w had|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""H0935"" x-lemma=""בּוֹא"" x-morph=""He,Vqp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בָּ֖א""\\*']",11-1KI-4.0,1,1,11-1KI
10," \w advanced|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""H0935"" x-lemma=""בּוֹא"" x-morph=""He,Vqp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בָּ֖א""\\*']",11-1KI-4.0,1,1,11-1KI
11,,"['\\zaln-s | x-strong=""H0935"" x-lemma=""בּוֹא"" x-morph=""He,Vqp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בָּ֖א""\\*']",11-1KI-4.0,1,1,11-1KI
12," \w in|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""b:H3117"" x-lemma=""יוֹם"" x-morph=""He,Rd:Ncmpa"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בַּ\u2060יָּמִ֑ים""\\*']",11-1KI-5.0,1,1,11-1KI
13," \w the|x-occurrence=""1"" x-occurrences=""2""","['\\zaln-s | x-strong=""b:H3117"" x-lemma=""יוֹם"" x-morph=""He,Rd:Ncmpa"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בַּ\u2060יָּמִ֑ים""\\*']",11-1KI-5.0,1,1,11-1KI
14," \w days|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""b:H3117"" x-lemma=""יוֹם"" x-morph=""He,Rd:Ncmpa"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בַּ\u2060יָּמִ֑ים""\\*']",11-1KI-5.0,1,1,11-1KI
15,,"['\\zaln-s | x-strong=""b:H3117"" x-lemma=""יוֹם"" x-morph=""He,Rd:Ncmpa"" x-occurrence=""1"" x-occurrences=""1"" x-content=""בַּ\u2060יָּמִ֑ים""\\*']",11-1KI-5.0,1,1,11-1KI
16,", \w and|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s | x-strong=""c:H3680"" x-lemma=""כָּסָה"" x-morph=""He,C:Vpw3mp:Sp3ms"" x-occurrence=""1"" x-occurrences=""1"" x-content=""וַ\u2060יְכַסֻּ֨\u2060הוּ֙""\\*']",11-1KI-6.0,1,1,11-1KI
