,token,chapter,verse,book
0,"Adam,",1,1,13-1CH
1,"Seth,",1,1,13-1CH
2,"Enosh,",1,1,13-1CH
3,"Kenan,",1,2,13-1CH
4,"Mahalalel,",1,2,13-1CH
5,"Jared,",1,2,13-1CH
6,"Enoch,",1,3,13-1CH
7,"Methuselah,",1,3,13-1CH
8,Lamech.,1,3,13-1CH
9,The,1,4,13-1CH
10,sons,1,4,13-1CH
11,of,1,4,13-1CH
12,Noah,1,4,13-1CH
13,were,1,4,13-1CH
14,"Shem,",1,4,13-1CH
15,"Ham,",1,4,13-1CH
16,and,1,4,13-1CH
17,Japheth.,1,4,13-1CH
18,\f,1,4,13-1CH
19,+,1,4,13-1CH
20,Some,1,4,13-1CH
21,versions,1,4,13-1CH
22,do,1,4,13-1CH
23,not,1,4,13-1CH
24,have,1,4,13-1CH
25,the,1,4,13-1CH
26,expression,1,4,13-1CH
27,\fqa,1,4,13-1CH
28,The,1,4,13-1CH
29,sons,1,4,13-1CH
30,of,1,4,13-1CH
31,\fqa*,1,4,13-1CH
32,",",1,4,13-1CH
33,but,1,4,13-1CH
34,others,1,4,13-1CH
35,include,1,4,13-1CH
36,this,1,4,13-1CH
37,expression.,1,4,13-1CH
38,\f*,1,4,13-1CH
39,\p,1,4,13-1CH
40,The,1,5,13-1CH
41,sons,1,5,13-1CH
42,of,1,5,13-1CH
43,Japheth,1,5,13-1CH
44,were,1,5,13-1CH
45,"Gomer,",1,5,13-1CH
46,"Magog,",1,5,13-1CH
47,"Madai,",1,5,13-1CH
48,"Javan,",1,5,13-1CH
49,"Tubal,",1,5,13-1CH
50,"Meshek,",1,5,13-1CH
51,and,1,5,13-1CH
52,Tiras.,1,5,13-1CH
53,The,1,6,13-1CH
54,sons,1,6,13-1CH
55,of,1,6,13-1CH
56,Gomer,1,6,13-1CH
57,were,1,6,13-1CH
58,"Ashkenaz,",1,6,13-1CH
59,"Riphath,",1,6,13-1CH
60,and,1,6,13-1CH
61,Togarmah.,1,6,13-1CH
62,\f,1,6,13-1CH
63,+,1,6,13-1CH
64,Some,1,6,13-1CH
65,versions,1,6,13-1CH
66,have,1,6,13-1CH
67,\fqa,1,6,13-1CH
68,Diphath,1,6,13-1CH
69,\fqa*,1,6,13-1CH
